,Column,Score
0,motion_image_high,0.055001161965494205
1,motion_image_low,0.030534159813286
2,blink_rate,0.0
3,lean_forward,0.03160925578521212
4,lean_backward,0.0
5,head_rotation,0.05217880456969093
6,eye_rotation,0.0
7,Happiness_Avg,0.07194214747682626
8,Happiness_Std,0.04813926000206248
9,Happiness_25P,0.05538240600607969
10,Happiness_75P,0.11211828392769085
11,Happiness_Peaks,0.04841008563048055
12,Happiness_0,0.018789294709014914
13,Happiness_10,0.10044817539172124
14,Happiness_20,0.09357749616811128
15,Happiness_30,0.06151468556647233
16,Happiness_40,0.03857087062436415
17,Happiness_50,0.13021013735480258
18,Happiness_60,0.11071268429285608
19,Happiness_70,0.09742269984485219
20,Happiness_80,0.06413815066789574
21,Happiness_90,0.08648087640564128
22,Sadness_Avg,0.03803824567882996
23,Sadness_Std,0.07305559242284465
24,Sadness_25P,0.0636995356599197
25,Sadness_75P,0.05372863602846234
26,Sadness_Peaks,0.0
27,Sadness_0,0.02062508887223302
28,Sadness_10,0.047866286039601746
29,Sadness_20,0.028858350793941945
30,Sadness_30,0.025027666867744713
31,Sadness_40,0.07584085067123647
32,Sadness_50,0.11815747257313713
33,Sadness_60,0.04729087218342887
34,Sadness_70,0.08292432164619257
35,Sadness_80,0.0
36,Sadness_90,0.0
37,Surprise_Avg,0.04400646976333933
38,Surprise_Std,0.0
39,Surprise_25P,0.0
40,Surprise_75P,0.03975301852650359
41,Surprise_Peaks,0.0
42,Surprise_0,0.0
43,Surprise_10,0.0
44,Surprise_20,0.0
45,Surprise_30,0.0
46,Surprise_40,0.0
47,Surprise_50,0.0
48,Surprise_60,0.06462642914297811
49,Surprise_70,0.04502351007624794
50,Surprise_80,0.0759088821838958
51,Surprise_90,0.027665590698909615
52,Fear_Avg,0.003129643428315898
53,Fear_Std,0.07083767476247926
54,Fear_25P,0.07117354009938781
55,Fear_75P,0.0
56,Fear_Peaks,0.0
57,Fear_0,0.0
58,Fear_10,0.0023213887971134106
